epoch,val_loss,val_acc,lr,train_flops,val_flops,cumulative_flops,train_loss,train_acc
0,2.3059654235839844,0.103515625,0.1,0,0,0,,
0,2.040830612182617,0.219200000166893,0.09999383162408304,12894647040000,0,12894647040000,,
0,,,0.09999383162408304,12894647040000,0,12894647040000,2.241384506225586,0.1561555564403534
1,1.8282339572906494,0.29100000858306885,0.09997532801828658,12894647040000,0,25789294080000,,
1,,,0.09997532801828658,12894647040000,0,25789294080000,1.9598346948623657,0.24213333427906036
2,1.6863083839416504,0.36579999327659607,0.09994449374809851,12894647040000,0,38683941120000,,
2,,,0.09994449374809851,12894647040000,0,38683941120000,1.7464410066604614,0.3346444368362427
3,1.6037933826446533,0.4052000045776367,0.09990133642141359,12894647040000,0,51578588160000,,
3,,,0.09990133642141359,12894647040000,0,51578588160000,1.620219111442566,0.3876666724681854
4,1.4477477073669434,0.4747999906539917,0.09984586668665642,12894647040000,0,64473235200000,,
4,,,0.09984586668665642,12894647040000,0,64473235200000,1.514037847518921,0.4358888864517212
5,1.397016167640686,0.49320000410079956,0.09977809823015402,12894647040000,0,77367882240000,,
5,,,0.09977809823015402,12894647040000,0,77367882240000,1.409122347831726,0.48402222990989685
6,1.226742148399353,0.5550000071525574,0.09969804777275901,12894647040000,0,90262529280000,,
6,,,0.09969804777275901,12894647040000,0,90262529280000,1.3081724643707275,0.5215111374855042
7,1.1176377534866333,0.6136000156402588,0.09960573506572391,12894647040000,0,103157176320000,,
7,,,0.09960573506572391,12894647040000,0,103157176320000,1.1963571310043335,0.5694000124931335
8,1.0514004230499268,0.625,0.09950118288582789,12894647040000,0,116051823360000,,
8,,,0.09950118288582789,12894647040000,0,116051823360000,1.1090306043624878,0.602400004863739
9,0.971707820892334,0.6549999713897705,0.09938441702975691,12894647040000,0,128946470400000,,
9,,,0.09938441702975691,12894647040000,0,128946470400000,1.0260825157165527,0.6330666542053223
10,1.131176471710205,0.598800003528595,0.09925546630773871,12894647040000,0,141841117440000,,
10,,,0.09925546630773871,12894647040000,0,141841117440000,0.9836997389793396,0.6503555774688721
11,0.9214296936988831,0.6827999949455261,0.09911436253643445,12894647040000,0,154735764480000,,
11,,,0.09911436253643445,12894647040000,0,154735764480000,0.9659090042114258,0.6565777659416199
12,0.869377851486206,0.6940000057220459,0.0989611405310883,12894647040000,0,167630411520000,,
12,,,0.0989611405310883,12894647040000,0,167630411520000,0.9201977252960205,0.6726444363594055
13,0.9916167259216309,0.6678000092506409,0.09879583809693739,12894647040000,0,180525058560000,,
13,,,0.09879583809693739,12894647040000,0,180525058560000,0.8652372360229492,0.6934000253677368
14,0.8273612260818481,0.7125999927520752,0.09861849601988384,12894647040000,0,193419705600000,,
14,,,0.09861849601988384,12894647040000,0,193419705600000,0.8489669561386108,0.6989555358886719
15,0.7796709537506104,0.7264000177383423,0.09842915805643157,12894647040000,0,206314352640000,,
15,,,0.09842915805643157,12894647040000,0,206314352640000,0.8347105979919434,0.7044000029563904
16,0.8063895106315613,0.7206000089645386,0.09822787092288993,12894647040000,0,219208999680000,,
16,,,0.09822787092288993,12894647040000,0,219208999680000,0.7990643978118896,0.7200222015380859
17,0.7918200492858887,0.7318000197410583,0.09801468428384717,12894647040000,0,232103646720000,,
17,,,0.09801468428384717,12894647040000,0,232103646720000,0.7645223736763,0.7314222455024719
18,0.6956174969673157,0.7613999843597412,0.09778965073991652,12894647040000,0,244998293760000,,
18,,,0.09778965073991652,12894647040000,0,244998293760000,0.7416156530380249,0.7390888929367065
19,0.7001937627792358,0.7626000046730042,0.0975528258147577,12894647040000,0,257892940800000,,
19,,,0.0975528258147577,12894647040000,0,257892940800000,0.7372292280197144,0.7435555458068848
20,0.820608377456665,0.7246000170707703,0.09730426794137728,12894647040000,0,270787587840000,,
20,,,0.09730426794137728,12894647040000,0,270787587840000,0.7170544862747192,0.751288890838623
21,0.7447711229324341,0.7508000135421753,0.09704403844771128,12894647040000,0,283682234880000,,
21,,,0.09704403844771128,12894647040000,0,283682234880000,0.7041928172111511,0.7548888921737671
22,0.7237076759338379,0.7617999911308289,0.09677220154149338,12894647040000,0,296576881920000,,
22,,,0.09677220154149338,12894647040000,0,296576881920000,0.6832430362701416,0.7618222236633301
23,0.6807677745819092,0.7657999992370605,0.09648882429441258,12894647040000,0,309471528960000,,
23,,,0.09648882429441258,12894647040000,0,309471528960000,0.6671146154403687,0.7674221992492676
24,0.6124169230461121,0.7928000092506409,0.09619397662556435,12894647040000,0,322366176000000,,
24,,,0.09619397662556435,12894647040000,0,322366176000000,0.6456616520881653,0.7762666940689087
25,0.5864958167076111,0.800000011920929,0.09588773128419906,12894647040000,0,335260823040000,,
25,,,0.09588773128419906,12894647040000,0,335260823040000,0.6174085140228271,0.7857555747032166
26,0.6153757572174072,0.7878000140190125,0.09557016383177226,12894647040000,0,348155470080000,,
26,,,0.09557016383177226,12894647040000,0,348155470080000,0.6041749715805054,0.7911999821662903
27,0.5980295538902283,0.7960000038146973,0.09524135262330098,12894647040000,0,361050117120000,,
27,,,0.09524135262330098,12894647040000,0,361050117120000,0.5981909036636353,0.7929333448410034
28,0.5625848770141602,0.8091999888420105,0.09490137878803079,12894647040000,0,373944764160000,,
28,,,0.09490137878803079,12894647040000,0,373944764160000,0.5756970047950745,0.8004444241523743
29,0.6713742613792419,0.7721999883651733,0.0945503262094184,12894647040000,0,386839411200000,,
29,,,0.0945503262094184,12894647040000,0,386839411200000,0.5734211206436157,0.8021110892295837
