epoch,val_loss,val_acc,lr,train_flops,val_flops,cumulative_flops,train_loss,train_acc
0,2.312408447265625,0.087890625,0.1,0,0,0,,
0,1.922627568244934,0.26980000734329224,0.09999383162408304,12894647040000,0,12894647040000,,
0,,,0.09999383162408304,12894647040000,0,12894647040000,2.0903146266937256,0.19997777044773102
1,1.8385605812072754,0.3513999879360199,0.09997532801828658,12894647040000,0,25789294080000,,
1,,,0.09997532801828658,12894647040000,0,25789294080000,1.770634412765503,0.32597777247428894
2,1.4679591655731201,0.4562000036239624,0.09994449374809851,12894647040000,0,38683941120000,,
2,,,0.09994449374809851,12894647040000,0,38683941120000,1.6310476064682007,0.38546666502952576
3,1.3849685192108154,0.4975999891757965,0.09990133642141359,12894647040000,0,51578588160000,,
3,,,0.09990133642141359,12894647040000,0,51578588160000,1.4314178228378296,0.46513333916664124
4,1.2052738666534424,0.5564000010490417,0.09984586668665642,12894647040000,0,64473235200000,,
4,,,0.09984586668665642,12894647040000,0,64473235200000,1.2911944389343262,0.5262222290039062
5,1.1972419023513794,0.5583999752998352,0.09977809823015402,12894647040000,0,77367882240000,,
5,,,0.09977809823015402,12894647040000,0,77367882240000,1.1770496368408203,0.5713777542114258
6,1.038589596748352,0.6317999958992004,0.09969804777275901,12894647040000,0,90262529280000,,
6,,,0.09969804777275901,12894647040000,0,90262529280000,1.0912927389144897,0.6075999736785889
7,1.168858528137207,0.5978000164031982,0.09960573506572391,12894647040000,0,103157176320000,,
7,,,0.09960573506572391,12894647040000,0,103157176320000,1.0137627124786377,0.638866662979126
8,0.9111300706863403,0.6808000206947327,0.09950118288582789,12894647040000,0,116051823360000,,
8,,,0.09950118288582789,12894647040000,0,116051823360000,0.9627345204353333,0.6576666831970215
9,0.9614701271057129,0.659600019454956,0.09938441702975691,12894647040000,0,128946470400000,,
9,,,0.09938441702975691,12894647040000,0,128946470400000,0.9128871560096741,0.6753333210945129
10,0.8374605178833008,0.7013999819755554,0.09925546630773871,12894647040000,0,141841117440000,,
10,,,0.09925546630773871,12894647040000,0,141841117440000,0.8691012263298035,0.6915110945701599
11,0.879356324672699,0.699400007724762,0.09911436253643445,12894647040000,0,154735764480000,,
11,,,0.09911436253643445,12894647040000,0,154735764480000,0.8417336940765381,0.7012444734573364
12,0.9020856618881226,0.6976000070571899,0.0989611405310883,12894647040000,0,167630411520000,,
12,,,0.0989611405310883,12894647040000,0,167630411520000,0.8048847913742065,0.7158889174461365
13,0.7676328420639038,0.734000027179718,0.09879583809693739,12894647040000,0,180525058560000,,
13,,,0.09879583809693739,12894647040000,0,180525058560000,0.7913408875465393,0.7179999947547913
14,0.8202663064002991,0.7089999914169312,0.09861849601988384,12894647040000,0,193419705600000,,
14,,,0.09861849601988384,12894647040000,0,193419705600000,0.7763221263885498,0.7261999845504761
15,0.9201658964157104,0.7071999907493591,0.09842915805643157,12894647040000,0,206314352640000,,
15,,,0.09842915805643157,12894647040000,0,206314352640000,0.7390204071998596,0.7413555383682251
16,0.6945658922195435,0.7638000249862671,0.09822787092288993,12894647040000,0,219208999680000,,
16,,,0.09822787092288993,12894647040000,0,219208999680000,0.7006173133850098,0.7548666596412659
17,0.6673663854598999,0.7716000080108643,0.09801468428384717,12894647040000,0,232103646720000,,
17,,,0.09801468428384717,12894647040000,0,232103646720000,0.6788069605827332,0.7634888887405396
18,0.6835784316062927,0.7621999979019165,0.09778965073991652,12894647040000,0,244998293760000,,
18,,,0.09778965073991652,12894647040000,0,244998293760000,0.663512647151947,0.7707111239433289
19,0.6646081805229187,0.7680000066757202,0.0975528258147577,12894647040000,0,257892940800000,,
19,,,0.0975528258147577,12894647040000,0,257892940800000,0.642357349395752,0.7748666405677795
20,0.6964583992958069,0.7627999782562256,0.09730426794137728,12894647040000,0,270787587840000,,
20,,,0.09730426794137728,12894647040000,0,270787587840000,0.6384266018867493,0.7774222493171692
21,0.6751062273979187,0.7799999713897705,0.09704403844771128,12894647040000,0,283682234880000,,
21,,,0.09704403844771128,12894647040000,0,283682234880000,0.6172547936439514,0.7870888710021973
22,0.6067995429039001,0.7924000024795532,0.09677220154149338,12894647040000,0,296576881920000,,
